ITEM_ID,SIM_SCORE,HOT_LEVEL,CATEGORY,P_ID
"item33720","8","8","4","37653"
"item33721","9","9","0","37654"
"item33722","1","10","1","37655"
"item33723","2","2","2","37656"
"item33724","3","3","3","37657"
"item33725","4","4","4","37658"
"item33726","5","5","0","37659"
"item33727","6","6","1","37660"
"item33728","7","7","2","37661"
"item33729","8","8","3","37662"
"item33730","9","9","4","37663"
"item33731","1","10","0","37664"
"item33732","2","2","1","37665"
"item33733","3","3","2","37666"
"item33734","4","4","3","37667"
"item33735","5","5","4","37668"
"item33736","6","6","0","37669"
"item33737","7","7","1","37670"
"item33738","8","8","2","37671"
"item33739","9","9","3","37672"
"item33740","1","10","4","37673"
"item33741","2","2","0","37674"
"item33742","3","3","1","37675"
"item33743","4","4","2","37676"
"item33744","5","5","3","37677"
"item33745","6","6","4","37678"
"item33746","7","7","0","37679"
"item33747","8","8","1","37680"
"item33748","9","9","2","37681"
"item33749","1","10","3","37682"
"item33750","2","2","4","37683"
"item33751","3","3","0","37684"
"item33752","4","4","1","37685"
"item33753","5","5","2","37686"
"item33754","6","6","3","37687"
"item33755","7","7","4","37688"
"item33756","8","8","0","37689"
"item33757","9","9","1","37690"
"item33758","1","10","2","37691"
"item33759","2","2","3","37692"
"item33760","3","3","4","37693"
"item33761","4","4","0","37694"
"item33762","5","5","1","37695"
"item33763","6","6","2","37696"
"item33764","7","7","3","37697"
"item33765","8","8","4","37698"
"item33766","9","9","0","37699"
"item33767","1","10","1","37700"
"item33768","2","2","2","37701"
"item33769","3","3","3","37702"
"item33770","4","4","4","37703"
"item33771","5","5","0","37704"
"item33772","6","6","1","37705"
"item33773","7","7","2","37706"
"item33774","8","8","3","37707"
"item33775","9","9","4","37708"
"item33776","1","10","0","37709"
"item33777","2","2","1","37710"
"item33778","3","3","2","37711"
"item33779","4","4","3","37712"
"item33780","5","5","4","37713"
"item33781","6","6","0","37714"
"item33782","7","7","1","37715"
"item33783","8","8","2","37716"
"item33784","9","9","3","37717"
"item33785","1","10","4","37718"
"item33786","2","2","0","37719"
"item33787","3","3","1","37720"
"item33788","4","4","2","37721"
"item33789","5","5","3","37722"
"item33790","6","6","4","37723"
"item33791","7","7","0","37724"
"item33792","8","8","1","37725"
"item33793","9","9","2","37726"
"item33794","1","10","3","37727"
"item33795","2","2","4","37728"
"item33796","3","3","0","37729"
"item33797","4","4","1","37730"
"item33798","5","5","2","37731"
"item33799","6","6","3","37732"
"item33800","7","7","4","37733"
"item33801","8","8","0","37734"
"item33802","9","9","1","37735"
"item33803","1","10","2","37736"
"item33804","2","2","3","37737"
"item33805","3","3","4","37738"
"item33806","4","4","0","37739"
"item33807","5","5","1","37740"
"item33808","6","6","2","37741"
"item33809","7","7","3","37742"
"item33810","8","8","4","37743"
"item33811","9","9","0","37744"
"item33812","1","10","1","37745"
"item33813","2","2","2","37746"
"item33814","3","3","3","37747"
"item33815","4","4","4","37748"
"item33816","5","5","0","37749"
"item33817","6","6","1","37750"
"item33818","7","7","2","37751"
"item33819","8","8","3","37752"
"item33820","9","9","4","37753"
"item33821","1","10","0","37754"
"item33822","2","2","1","37755"
"item33823","3","3","2","37756"
"item33824","4","4","3","37757"
"item33825","5","5","4","37758"
"item33826","6","6","0","37759"
"item33827","7","7","1","37760"
"item33828","8","8","2","37761"
"item33829","9","9","3","37762"
"item33830","1","10","4","37763"
"item33831","2","2","0","37764"
"item33832","3","3","1","37765"
"item33833","4","4","2","37766"
"item33834","5","5","3","37767"
"item33835","6","6","4","37768"
"item33836","7","7","0","37769"
"item33837","8","8","1","37770"
"item33838","9","9","2","37771"
"item33839","1","10","3","37772"
"item33840","2","2","4","37773"
"item33841","3","3","0","37774"
"item33842","4","4","1","37775"
"item33843","5","5","2","37776"
"item33844","6","6","3","37777"
"item33845","7","7","4","37778"
"item33846","8","8","0","37779"
"item33847","9","9","1","37780"
"item33848","1","10","2","37781"
"item33849","2","2","3","37782"
"item33850","3","3","4","37783"
"item33851","4","4","0","37784"
"item33852","5","5","1","37785"
"item33853","6","6","2","37786"
"item33854","7","7","3","37787"
"item33855","8","8","4","37788"
"item33856","9","9","0","37789"
"item33857","1","10","1","37790"
"item33858","2","2","2","37791"
"item33859","3","3","3","37792"
"item33860","4","4","4","37793"
"item33861","5","5","0","37794"
"item33862","6","6","1","37795"
"item33863","7","7","2","37796"
"item33864","8","8","3","37797"
"item33865","9","9","4","37798"
"item33866","1","10","0","37799"
"item33867","2","2","1","37800"
"item33868","3","3","2","37801"
"item33869","4","4","3","37802"
"item33870","5","5","4","37803"
"item33871","6","6","0","37804"
"item33872","7","7","1","37805"
"item33873","8","8","2","37806"
"item33874","9","9","3","37807"
"item33875","1","10","4","37808"
"item33876","2","2","0","37809"
"item33877","3","3","1","37810"
"item33878","4","4","2","37811"
"item33879","5","5","3","37812"
"item33880","6","6","4","37813"
"item33881","7","7","0","37814"
"item33882","8","8","1","37815"
"item33883","9","9","2","37816"
"item33884","1","10","3","37817"
"item33885","2","2","4","37818"
"item33886","3","3","0","37819"
"item33887","4","4","1","37820"
"item33888","5","5","2","37821"
"item33889","6","6","3","37822"
"item33890","7","7","4","37823"
"item33891","8","8","0","37824"
"item33892","9","9","1","37825"
"item33893","1","10","2","37826"
"item33894","2","2","3","37827"
"item33895","3","3","4","37828"
"item33896","4","4","0","37829"
"item33897","5","5","1","37830"
"item33898","6","6","2","37831"
"item33899","7","7","3","37832"
"item33900","8","8","4","37833"
"item33901","9","9","0","37834"
"item33902","1","10","1","37835"
"item33903","2","2","2","37836"
"item33904","3","3","3","37837"
"item33905","4","4","4","37838"
"item33906","5","5","0","37839"
"item33907","6","6","1","37840"
"item33908","7","7","2","37841"
"item33909","8","8","3","37842"
"item33910","9","9","4","37843"
"item33911","1","10","0","37844"
"item33912","2","2","1","37845"
"item33913","3","3","2","37846"
"item33914","4","4","3","37847"
"item33915","5","5","4","37848"
"item33916","6","6","0","37849"
"item33917","7","7","1","37850"
"item33918","8","8","2","37851"
"item33919","9","9","3","37852"
"item33920","1","10","4","37853"
"item33921","2","2","0","37854"
"item33922","3","3","1","37855"
"item33923","4","4","2","37856"
"item33924","5","5","3","37857"
"item33925","6","6","4","37858"
"item33926","7","7","0","37859"
"item33927","8","8","1","37860"
"item33928","9","9","2","37861"
"item33929","1","10","3","37862"
"item33930","2","2","4","37863"
"item33931","3","3","0","37864"
"item33932","4","4","1","37865"
"item33933","5","5","2","37866"
"item33934","6","6","3","37867"
"item33935","7","7","4","37868"
"item33936","8","8","0","37869"
"item33937","9","9","1","37870"
"item33938","1","10","2","37871"
"item33939","2","2","3","37872"
"item33940","3","3","4","37873"
"item33941","4","4","0","37874"
"item33942","5","5","1","37875"
"item33943","6","6","2","37876"
"item33944","7","7","3","37877"
"item33945","8","8","4","37878"
"item33946","9","9","0","37879"
"item33947","1","10","1","37880"
"item33948","2","2","2","37881"
"item33949","3","3","3","37882"
"item33950","4","4","4","37883"
"item33951","5","5","0","37884"
"item33952","6","6","1","37885"
"item33953","7","7","2","37886"
"item33954","8","8","3","37887"
"item33955","9","9","4","37888"
"item33956","1","10","0","37889"
"item33957","2","2","1","37890"
"item33958","3","3","2","37891"
"item33959","4","4","3","37892"
"item33960","5","5","4","37893"
"item33961","6","6","0","37894"
"item33962","7","7","1","37895"
"item33963","8","8","2","37896"
"item33964","9","9","3","37897"
"item33965","1","10","4","37898"
"item33966","2","2","0","37899"
"item33967","3","3","1","37900"
"item33968","4","4","2","37901"
"item33969","5","5","3","37902"
"item33970","6","6","4","37903"
"item33971","7","7","0","37904"
"item33972","8","8","1","37905"
"item33973","9","9","2","37906"
"item33974","1","10","3","37907"
"item33975","2","2","4","37908"
"item33976","3","3","0","37909"
"item33977","4","4","1","37910"
"item33978","5","5","2","37911"
"item33979","6","6","3","37912"
"item33980","7","7","4","37913"
"item33981","8","8","0","37914"
"item33982","9","9","1","37915"
"item33983","1","10","2","37916"
"item33984","2","2","3","37917"
"item33985","3","3","4","37918"
"item33986","4","4","0","37919"
"item33987","5","5","1","37920"
"item33988","6","6","2","37921"
"item33989","7","7","3","37922"
"item33990","8","8","4","37923"
"item33991","9","9","0","37924"
"item33992","1","10","1","37925"
"item33993","2","2","2","37926"
"item33994","3","3","3","37927"
"item33995","4","4","4","37928"
"item33996","5","5","0","37929"
"item33997","6","6","1","37930"
"item33998","7","7","2","37931"
"item33999","8","8","3","37932"
"item34000","9","9","4","37933"
"item34001","1","10","0","37934"
"item34002","2","2","1","37935"
"item34003","3","3","2","37936"
"item34004","4","4","3","37937"
"item34005","5","5","4","37938"
"item34006","6","6","0","37939"
"item34007","7","7","1","37940"
"item34008","8","8","2","37941"
"item34009","9","9","3","37942"
"item34010","1","10","4","37943"
"item34011","2","2","0","37944"
"item34012","3","3","1","37945"
"item34013","4","4","2","37946"
"item34014","5","5","3","37947"
"item34015","6","6","4","37948"
"item34016","7","7","0","37949"
"item34017","8","8","1","37950"
"item34018","9","9","2","37951"
"item34019","1","10","3","37952"
"item34020","2","2","4","37953"
"item34021","3","3","0","37954"
"item34022","4","4","1","37955"
"item34023","5","5","2","37956"
"item34024","6","6","3","37957"
"item34025","7","7","4","37958"
"item34026","8","8","0","37959"
"item34027","9","9","1","37960"
"item34028","1","10","2","37961"
"item34029","2","2","3","37962"
"item34030","3","3","4","37963"
"item34031","4","4","0","37964"
"item34032","5","5","1","37965"
"item34033","6","6","2","37966"
"item34034","7","7","3","37967"
"item34035","8","8","4","37968"
"item34036","9","9","0","37969"
"item34037","1","10","1","37970"
"item34038","2","2","2","37971"
"item34039","3","3","3","37972"
"item34040","4","4","4","37973"
"item34041","5","5","0","37974"
"item34042","6","6","1","37975"
"item34043","7","7","2","37976"
"item34044","8","8","3","37977"
"item34045","9","9","4","37978"
"item34046","1","10","0","37979"
"item34047","2","2","1","37980"
"item34048","3","3","2","37981"
"item34049","4","4","3","37982"
"item34050","5","5","4","37983"
"item34051","6","6","0","37984"
"item34052","7","7","1","37985"
"item34053","8","8","2","37986"
"item34054","9","9","3","37987"
"item34055","1","10","4","37988"
"item34056","2","2","0","37989"
"item34057","3","3","1","37990"
"item34058","4","4","2","37991"
"item34059","5","5","3","37992"
"item34060","6","6","4","37993"
"item34061","7","7","0","37994"
"item34062","8","8","1","37995"
"item34063","9","9","2","37996"
"item34064","1","10","3","37997"
"item34065","2","2","4","37998"
"item34066","3","3","0","37999"
"item34067","4","4","1","38000"
"item34068","5","5","2","38001"
"item34069","6","6","3","38002"
"item34070","7","7","4","38003"
"item34071","8","8","0","38004"
"item34072","9","9","1","38005"
"item34073","1","10","2","38006"
"item34074","2","2","3","38007"
"item34075","3","3","4","38008"
"item34076","4","4","0","38009"
"item34077","5","5","1","38010"
"item34078","6","6","2","38011"
"item34079","7","7","3","38012"
"item34080","8","8","4","38013"
"item34081","9","9","0","38014"
"item34082","1","10","1","38015"
"item34083","2","2","2","38016"
"item34084","3","3","3","38017"
"item34085","4","4","4","38018"
"item34086","5","5","0","38019"
"item34087","6","6","1","38020"
"item34088","7","7","2","38021"
"item34089","8","8","3","38022"
"item34090","9","9","4","38023"
"item34091","1","10","0","38024"
"item34092","2","2","1","38025"
"item34093","3","3","2","38026"
"item34094","4","4","3","38027"
"item34095","5","5","4","38028"
"item34096","6","6","0","38029"
"item34097","7","7","1","38030"
"item34098","8","8","2","38031"
"item34099","9","9","3","38032"
"item34100","1","10","4","38033"
"item34101","2","2","0","38034"
"item34102","3","3","1","38035"
"item34103","4","4","2","38036"
"item34104","5","5","3","38037"
"item34105","6","6","4","38038"
"item34106","7","7","0","38039"
"item34107","8","8","1","38040"
"item34108","9","9","2","38041"
"item34109","1","10","3","38042"
"item34110","2","2","4","38043"
"item34111","3","3","0","38044"
"item34112","4","4","1","38045"
"item34113","5","5","2","38046"
"item34114","6","6","3","38047"
"item34115","7","7","4","38048"
"item34116","8","8","0","38049"
"item34117","9","9","1","38050"
"item34118","1","10","2","38051"
"item34119","2","2","3","38052"
"item34120","3","3","4","38053"
"item34121","4","4","0","38054"
"item34122","5","5","1","38055"
"item34123","6","6","2","38056"
"item34124","7","7","3","38057"
"item34125","8","8","4","38058"
"item34126","9","9","0","38059"
"item34127","1","10","1","38060"
"item34128","2","2","2","38061"
"item34129","3","3","3","38062"
"item34130","4","4","4","38063"
"item34131","5","5","0","38064"
"item34132","6","6","1","38065"
"item34133","7","7","2","38066"
"item34134","8","8","3","38067"
"item34135","9","9","4","38068"
"item34136","1","10","0","38069"
"item34137","2","2","1","38070"
"item34138","3","3","2","38071"
"item34139","4","4","3","38072"
"item34140","5","5","4","38073"
"item34141","6","6","0","38074"
"item34142","7","7","1","38075"
"item34143","8","8","2","38076"
"item34144","9","9","3","38077"
"item34145","1","10","4","38078"
"item34146","2","2","0","38079"
"item34147","3","3","1","38080"
"item34148","4","4","2","38081"
"item34149","5","5","3","38082"
"item34150","6","6","4","38083"
"item34151","7","7","0","38084"
"item34152","8","8","1","38085"
"item34153","9","9","2","38086"
"item34154","1","10","3","38087"
"item34155","2","2","4","38088"
"item34156","3","3","0","38089"
"item34157","4","4","1","38090"
"item34158","5","5","2","38091"
"item34159","6","6","3","38092"
"item34160","7","7","4","38093"
"item34161","8","8","0","38094"
"item34162","9","9","1","38095"
"item34163","1","10","2","38096"
"item34164","2","2","3","38097"
"item34165","3","3","4","38098"
"item34166","4","4","0","38099"
"item34167","5","5","1","38100"
"item34168","6","6","2","38101"
"item34169","7","7","3","38102"
"item34170","8","8","4","38103"
"item34171","9","9","0","38104"
"item34172","1","10","1","38105"
"item34173","2","2","2","38106"
"item34174","3","3","3","38107"
"item34175","4","4","4","38108"
"item34176","5","5","0","38109"
"item34177","6","6","1","38110"
"item34178","7","7","2","38111"
"item34179","8","8","3","38112"
"item34180","9","9","4","38113"
"item34181","1","10","0","38114"
"item34182","2","2","1","38115"
"item34183","3","3","2","38116"
"item34184","4","4","3","38117"
"item34185","5","5","4","38118"
"item34186","6","6","0","38119"
"item34187","7","7","1","38120"
"item34188","8","8","2","38121"
"item34189","9","9","3","38122"
"item34190","1","10","4","38123"
"item34191","2","2","0","38124"
"item34192","3","3","1","38125"
"item34193","4","4","2","38126"
"item34194","5","5","3","38127"
"item34195","6","6","4","38128"
"item34196","7","7","0","38129"
"item34197","8","8","1","38130"
"item34198","9","9","2","38131"
"item34199","1","10","3","38132"
"item34200","2","2","4","38133"
"item34201","3","3","0","38134"
"item34202","4","4","1","38135"
"item34203","5","5","2","38136"
"item34204","6","6","3","38137"
"item34205","7","7","4","38138"
"item34206","8","8","0","38139"
"item34207","9","9","1","38140"
"item34208","1","10","2","38141"
"item34209","2","2","3","38142"
"item34210","3","3","4","38143"
"item34211","4","4","0","38144"
"item34212","5","5","1","38145"
"item34213","6","6","2","38146"
"item34214","7","7","3","38147"
"item34215","8","8","4","38148"
"item34216","9","9","0","38149"
"item34217","1","10","1","38150"
"item34218","2","2","2","38151"
"item34219","3","3","3","38152"
"item34220","4","4","4","38153"
"item34221","5","5","0","38154"
"item34222","6","6","1","38155"
"item34223","7","7","2","38156"
"item34224","8","8","3","38157"
"item34225","9","9","4","38158"
"item34226","1","10","0","38159"
"item34227","2","2","1","38160"
"item34228","3","3","2","38161"
"item34229","4","4","3","38162"
"item34230","5","5","4","38163"
"item34231","6","6","0","38164"
"item34232","7","7","1","38165"
"item34233","8","8","2","38166"
"item34234","9","9","3","38167"
"item34235","1","10","4","38168"
"item34236","2","2","0","38169"
"item34237","3","3","1","38170"
"item34238","4","4","2","38171"
"item34239","5","5","3","38172"
"item34240","6","6","4","38173"
"item34241","7","7","0","38174"
"item34242","8","8","1","38175"
"item34243","9","9","2","38176"
"item34244","1","10","3","38177"
"item34245","2","2","4","38178"
"item34246","3","3","0","38179"
"item34247","4","4","1","38180"
"item34248","5","5","2","38181"
"item34249","6","6","3","38182"
"item34250","7","7","4","38183"
"item34251","8","8","0","38184"
"item34252","9","9","1","38185"
"item34253","1","10","2","38186"
"item34254","2","2","3","38187"
"item34255","3","3","4","38188"
"item34256","4","4","0","38189"
"item34257","5","5","1","38190"
"item34258","6","6","2","38191"
"item34259","7","7","3","38192"
"item34260","8","8","4","38193"
"item34261","9","9","0","38194"
"item34262","1","10","1","38195"
"item34263","2","2","2","38196"
"item34264","3","3","3","38197"
"item34265","4","4","4","38198"
"item34266","5","5","0","38199"
"item34267","6","6","1","38200"
"item34268","7","7","2","38201"
"item34269","8","8","3","38202"
"item34270","9","9","4","38203"
"item34271","1","10","0","38204"
"item34272","2","2","1","38205"
"item34273","3","3","2","38206"
"item34274","4","4","3","38207"
"item34275","5","5","4","38208"
"item34276","6","6","0","38209"
"item34277","7","7","1","38210"
"item34278","8","8","2","38211"
"item34279","9","9","3","38212"
"item34280","1","10","4","38213"
"item34281","2","2","0","38214"
"item34282","3","3","1","38215"
"item34283","4","4","2","38216"
"item34284","5","5","3","38217"
"item34285","6","6","4","38218"
"item34286","7","7","0","38219"
"item34287","8","8","1","38220"
"item34288","9","9","2","38221"
"item34289","1","10","3","38222"
"item34290","2","2","4","38223"
"item34291","3","3","0","38224"
"item34292","4","4","1","38225"
"item34293","5","5","2","38226"
"item34294","6","6","3","38227"
"item34295","7","7","4","38228"
"item34296","8","8","0","38229"
"item34297","9","9","1","38230"
"item34298","1","10","2","38231"
"item34299","2","2","3","38232"
"item34300","3","3","4","38233"
"item34301","4","4","0","38234"
"item34302","5","5","1","38235"
"item34303","6","6","2","38236"
"item34304","7","7","3","38237"
"item34305","8","8","4","38238"
"item34306","9","9","0","38239"
"item34307","1","10","1","38240"
"item34308","2","2","2","38241"
"item34309","3","3","3","38242"
"item34310","4","4","4","38243"
"item34311","5","5","0","38244"
"item34312","6","6","1","38245"
"item34313","7","7","2","38246"
"item34314","8","8","3","38247"
"item34315","9","9","4","38248"
"item34316","1","10","0","38249"
"item34317","2","2","1","38250"
"item34318","3","3","2","38251"
"item34319","4","4","3","38252"
"item34320","5","5","4","38253"
"item34321","6","6","0","38254"
"item34322","7","7","1","38255"
"item34323","8","8","2","38256"
"item34324","9","9","3","38257"
"item34325","1","10","4","38258"
"item34326","2","2","0","38259"
"item34327","3","3","1","38260"
"item34328","4","4","2","38261"
"item34329","5","5","3","38262"
"item34330","6","6","4","38263"
"item34331","7","7","0","38264"
"item34332","8","8","1","38265"
"item34333","9","9","2","38266"
"item34334","1","10","3","38267"
"item34335","2","2","4","38268"
"item34336","3","3","0","38269"
"item34337","4","4","1","38270"
"item34338","5","5","2","38271"
"item34339","6","6","3","38272"
"item34340","7","7","4","38273"
"item34341","8","8","0","38274"
"item34342","9","9","1","38275"
"item34343","1","10","2","38276"
"item34344","2","2","3","38277"
"item34345","3","3","4","38278"
"item34346","4","4","0","38279"
"item34347","5","5","1","38280"
"item34348","6","6","2","38281"
"item34349","7","7","3","38282"
"item34350","8","8","4","38283"
"item34351","9","9","0","38284"
"item34352","1","10","1","38285"
"item34353","2","2","2","38286"
"item34354","3","3","3","38287"
"item34355","4","4","4","38288"
"item34356","5","5","0","38289"
"item34357","6","6","1","38290"
"item34358","7","7","2","38291"
"item34359","8","8","3","38292"
"item34360","9","9","4","38293"
"item34361","1","10","0","38294"
"item34362","2","2","1","38295"
"item34363","3","3","2","38296"
"item34364","4","4","3","38297"
"item34365","5","5","4","38298"
"item34366","6","6","0","38299"
"item34367","7","7","1","38300"
"item34368","8","8","2","38301"
"item34369","9","9","3","38302"
"item34370","1","10","4","38303"
"item34371","2","2","0","38304"
"item34372","3","3","1","38305"
"item34373","4","4","2","38306"
"item34374","5","5","3","38307"
"item34375","6","6","4","38308"
"item34376","7","7","0","38309"
"item34377","8","8","1","38310"
"item34378","9","9","2","38311"
"item34379","1","10","3","38312"
"item34380","2","2","4","38313"
"item34381","3","3","0","38314"
"item34382","4","4","1","38315"
"item34383","5","5","2","38316"
"item34384","6","6","3","38317"
"item34385","7","7","4","38318"
"item34386","8","8","0","38319"
"item34387","9","9","1","38320"
"item34388","1","10","2","38321"
"item34389","2","2","3","38322"
"item34390","3","3","4","38323"
"item34391","4","4","0","38324"
"item34392","5","5","1","38325"
"item34393","6","6","2","38326"
"item34394","7","7","3","38327"
"item34395","8","8","4","38328"
"item34396","9","9","0","38329"
"item34397","1","10","1","38330"
"item34398","2","2","2","38331"
"item34399","3","3","3","38332"
"item34400","4","4","4","38333"
"item34401","5","5","0","38334"
"item34402","6","6","1","38335"
"item34403","7","7","2","38336"
"item34404","8","8","3","38337"
"item34405","9","9","4","38338"
"item34406","1","10","0","38339"
"item34407","2","2","1","38340"
"item34408","3","3","2","38341"
"item34409","4","4","3","38342"
"item34410","5","5","4","38343"
"item34411","6","6","0","38344"
"item34412","7","7","1","38345"
"item34413","8","8","2","38346"
"item34414","9","9","3","38347"
"item34415","1","10","4","38348"
"item34416","2","2","0","38349"
"item34417","3","3","1","38350"
"item34418","4","4","2","38351"
"item34419","5","5","3","38352"
"item34420","6","6","4","38353"
"item34421","7","7","0","38354"
"item34422","8","8","1","38355"
"item34423","9","9","2","38356"
"item34424","1","10","3","38357"
"item34425","2","2","4","38358"
"item34426","3","3","0","38359"
"item34427","4","4","1","38360"
"item34428","5","5","2","38361"
"item34429","6","6","3","38362"
"item34430","7","7","4","38363"
"item34431","8","8","0","38364"
"item34432","9","9","1","38365"
"item34433","1","10","2","38366"
"item34434","2","2","3","38367"
"item34435","3","3","4","38368"
"item34436","4","4","0","38369"
"item34437","5","5","1","38370"
"item34438","6","6","2","38371"
"item34439","7","7","3","38372"
"item34440","8","8","4","38373"
"item34441","9","9","0","38374"
"item34442","1","10","1","38375"
"item34443","2","2","2","38376"
"item34444","3","3","3","38377"
"item34445","4","4","4","38378"
"item34446","5","5","0","38379"
"item34447","6","6","1","38380"
"item34448","7","7","2","38381"
"item34449","8","8","3","38382"
"item34450","9","9","4","38383"
"item34451","1","10","0","38384"
"item34452","2","2","1","38385"
"item34453","3","3","2","38386"
"item34454","4","4","3","38387"
"item34455","5","5","4","38388"
"item34456","6","6","0","38389"
"item34457","7","7","1","38390"
"item34458","8","8","2","38391"
"item34459","9","9","3","38392"
"item34460","1","10","4","38393"
"item34461","2","2","0","38394"
"item34462","3","3","1","38395"
"item34463","4","4","2","38396"
"item34464","5","5","3","38397"
"item34465","6","6","4","38398"
"item34466","7","7","0","38399"
"item34467","8","8","1","38400"
"item34468","9","9","2","38401"
"item34469","1","10","3","38402"
"item34470","2","2","4","38403"
"item34471","3","3","0","38404"
"item34472","4","4","1","38405"
"item34473","5","5","2","38406"
"item34474","6","6","3","38407"
"item34475","7","7","4","38408"
"item34476","8","8","0","38409"
"item34477","9","9","1","38410"
"item34478","1","10","2","38411"
"item34479","2","2","3","38412"
"item34480","3","3","4","38413"
"item34481","4","4","0","38414"
"item34482","5","5","1","38415"
"item34483","6","6","2","38416"
"item34484","7","7","3","38417"
"item34485","8","8","4","38418"
"item34486","9","9","0","38419"
"item34487","1","10","1","38420"
"item34488","2","2","2","38421"
"item34489","3","3","3","38422"
"item34490","4","4","4","38423"
"item34491","5","5","0","38424"
"item34492","6","6","1","38425"
"item34493","7","7","2","38426"
"item34494","8","8","3","38427"
"item34495","9","9","4","38428"
"item34496","1","10","0","38429"
"item34497","2","2","1","38430"
"item34498","3","3","2","38431"
"item34499","4","4","3","38432"
"item34500","5","5","4","38433"
"item34501","6","6","0","38434"
"item34502","7","7","1","38435"
"item34503","8","8","2","38436"
"item34504","9","9","3","38437"
"item34505","1","10","4","38438"
"item34506","2","2","0","38439"
"item34507","3","3","1","38440"
"item34508","4","4","2","38441"
"item34509","5","5","3","38442"
"item34510","6","6","4","38443"
"item34511","7","7","0","38444"
"item34512","8","8","1","38445"
"item34513","9","9","2","38446"
"item34514","1","10","3","38447"
"item34515","2","2","4","38448"
"item34516","3","3","0","38449"
"item34517","4","4","1","38450"
"item34518","5","5","2","38451"
"item34519","6","6","3","38452"
"item34520","7","7","4","38453"
"item34521","8","8","0","38454"
"item34522","9","9","1","38455"
"item34523","1","10","2","38456"
"item34524","2","2","3","38457"
"item34525","3","3","4","38458"
"item34526","4","4","0","38459"
"item34527","5","5","1","38460"
"item34528","6","6","2","38461"
"item34529","7","7","3","38462"
"item34530","8","8","4","38463"
"item34531","9","9","0","38464"
"item34532","1","10","1","38465"
"item34533","2","2","2","38466"
"item34534","3","3","3","38467"
"item34535","4","4","4","38468"
"item34536","5","5","0","38469"
"item34537","6","6","1","38470"
"item34538","7","7","2","38471"
"item34539","8","8","3","38472"
"item34540","9","9","4","38473"
"item34541","1","10","0","38474"
"item34542","2","2","1","38475"
"item34543","3","3","2","38476"
"item34544","4","4","3","38477"
"item34545","5","5","4","38478"
"item34546","6","6","0","38479"
"item34547","7","7","1","38480"
"item34548","8","8","2","38481"
"item34549","9","9","3","38482"
"item34550","1","10","4","38483"
"item34551","2","2","0","38484"
"item34552","3","3","1","38485"
"item34553","4","4","2","38486"
"item34554","5","5","3","38487"
"item34555","6","6","4","38488"
"item34556","7","7","0","38489"
"item34557","8","8","1","38490"
"item34558","9","9","2","38491"
"item34559","1","10","3","38492"
"item34560","2","2","4","38493"
"item34561","3","3","0","38494"
"item34562","4","4","1","38495"
"item34563","5","5","2","38496"
"item34564","6","6","3","38497"
"item34565","7","7","4","38498"
"item34566","8","8","0","38499"
"item34567","9","9","1","38500"
"item34568","1","10","2","38501"
"item34569","2","2","3","38502"
"item34570","3","3","4","38503"
"item34571","4","4","0","38504"
"item34572","5","5","1","38505"
"item34573","6","6","2","38506"
"item34574","7","7","3","38507"
"item34575","8","8","4","38508"
"item34576","9","9","0","38509"
"item34577","1","10","1","38510"
"item34578","2","2","2","38511"
"item34579","3","3","3","38512"
"item34580","4","4","4","38513"
"item34581","5","5","0","38514"
"item34582","6","6","1","38515"
"item34583","7","7","2","38516"
"item34584","8","8","3","38517"
"item34585","9","9","4","38518"
"item34586","1","10","0","38519"
"item34587","2","2","1","38520"
"item34588","3","3","2","38521"
"item34589","4","4","3","38522"
"item34590","5","5","4","38523"
"item34591","6","6","0","38524"
"item34592","7","7","1","38525"
"item34593","8","8","2","38526"
"item34594","9","9","3","38527"
"item34595","1","10","4","38528"
"item34596","2","2","0","38529"
"item34597","3","3","1","38530"
"item34598","4","4","2","38531"
"item34599","5","5","3","38532"
"item34600","6","6","4","38533"
"item34601","7","7","0","38534"
"item34602","8","8","1","38535"
"item34603","9","9","2","38536"
"item34604","1","10","3","38537"
"item34605","2","2","4","38538"
"item34606","3","3","0","38539"
"item34607","4","4","1","38540"
"item34608","5","5","2","38541"
"item34609","6","6","3","38542"
"item34610","7","7","4","38543"
"item34611","8","8","0","38544"
"item34612","9","9","1","38545"
"item34613","1","10","2","38546"
"item34614","2","2","3","38547"
"item34615","3","3","4","38548"
"item34616","4","4","0","38549"
"item34617","5","5","1","38550"
"item34618","6","6","2","38551"
"item34619","7","7","3","38552"
"item34620","8","8","4","38553"
"item34621","9","9","0","38554"
"item34622","1","10","1","38555"
"item34623","2","2","2","38556"
"item34624","3","3","3","38557"
"item34625","4","4","4","38558"
"item34626","5","5","0","38559"
"item34627","6","6","1","38560"
"item34628","7","7","2","38561"
"item34629","8","8","3","38562"
"item34630","9","9","4","38563"
"item34631","1","10","0","38564"
"item34632","2","2","1","38565"
"item34633","3","3","2","38566"
"item34634","4","4","3","38567"
"item34635","5","5","4","38568"
"item34636","6","6","0","38569"
"item34637","7","7","1","38570"
"item34638","8","8","2","38571"
"item34639","9","9","3","38572"
"item34640","1","10","4","38573"
"item34641","2","2","0","38574"
"item34642","3","3","1","38575"
"item34643","4","4","2","38576"
"item34644","5","5","3","38577"
"item34645","6","6","4","38578"
"item34646","7","7","0","38579"
"item34647","8","8","1","38580"
"item34648","9","9","2","38581"
"item34649","1","10","3","38582"
